学校,URL,答卷总数,问题简称,问题,答卷编号,回答
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,共享单车,学校里面的共享单车数目与种类如何,A1,无共享单车。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,共享单车,学校里面的共享单车数目与种类如何,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,共享单车,学校里面的共享单车数目与种类如何,A3,学校内没有共享单车，共享单车和共享电瓶车只在东北门有
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,门禁,现阶段学校的门禁情况如何,A1,控制非学校人员入内，较严格。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,门禁,现阶段学校的门禁情况如何,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,门禁,现阶段学校的门禁情况如何,A3,学校大门门禁没人查，导员一般只看宿舍门禁，宿舍晚上十点半一天隔一天查到寝人数
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,上床下桌,宿舍是上床下桌吗,A1,不是，本校宿舍没有上床下桌
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,上床下桌,宿舍是上床下桌吗,A2,不是
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,上床下桌,宿舍是上床下桌吗,A3,敬文是，其他否
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,上床下桌,宿舍是上床下桌吗,A4,不是，除敬文四人寝，其他宿舍都是六人寝
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,上床下桌,宿舍是上床下桌吗,A5,是
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,上床下桌,宿舍是上床下桌吗,A6,不是。宿舍分为东、西、南区以及学宿和敬文，除了敬文为四人寝以外其余宿舍均为六人寝，个人住在西区，西区是上床下桌和上下铺结合。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,上床下桌,宿舍是上床下桌吗,A7,否
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,上床下桌,宿舍是上床下桌吗,A8,不是，苏科大似乎都没有上床下桌。一般为六人寝，三连桌，有上下铺和上床下桌桌桌。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,空调,教室和宿舍有没有空调,A1,宿舍有，教室没有
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,空调,教室和宿舍有没有空调,A2,宿舍有空调，机房教室有，普通的教室没有
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,空调,教室和宿舍有没有空调,A3,宿舍有，教室无
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,空调,教室和宿舍有没有空调,A4,教室没有
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,空调,教室和宿舍有没有空调,A5,宿舍有，教室只有教六有
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,空调,教室和宿舍有没有空调,A6,宿舍有，部分教室有
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,空调,教室和宿舍有没有空调,A7,有的，兄弟，有的。断电不断空调。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,空调,教室和宿舍有没有空调,A8,寝室有 部分教室有
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A1,宿舍共四个区，两个区有独立卫浴，两个区没有，澡堂A在宿舍楼下，步行1-2分钟，澡堂B远，需步行3-5分钟
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A2,石湖校区东区宿舍南区宿舍有独立卫浴，西区宿舍今年要翻新不知道会不会有，西区宿舍原澡堂在宿舍一楼。江枫校区无独立卫浴。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A3,石湖校区东区和南区有独立卫浴，西区洗澡需要到宿舍楼下的澡堂，学宿那边需要横穿马路过去（不过也不远）江枫天平不清楚
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A4,石湖校区敬文和南区宿舍有，其他无，澡堂在楼下
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A5,部分有独立
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A6,东区南区敬文为独立卫浴，西区学宿为澡堂，澡堂就在宿舍楼下
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A7,我所在宿舍是独立卫浴，但是还是以澡堂为主
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A8,好像大多宿舍都没有独立浴，有独卫，澡堂一般就在一楼，是那种有帘子的的小隔间。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A9,没有 江枫校区是统一一楼
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,早晚自习,有早自习、晚自习吗,A1,大一有晚自习
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,早晚自习,有早自习、晚自习吗,A2,不同的学院政策不同，本人就读商学院在大一期间有早自习和晚自习。但是大二之后就没有了。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,早晚自习,有早自习、晚自习吗,A3,大一统一有晚自习，早自习无
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,早晚自习,有早自习、晚自习吗,A4,大一有
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,早晚自习,有早自习、晚自习吗,A5,无早自习，大一有统一晚自习
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,早晚自习,有早自习、晚自习吗,A6,大一有晚自习，无早自习
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,早晚自习,有早自习、晚自习吗,A7,大一有晚自习，六点半到八点半。有的班级晚自习甚至会收手机。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,晨跑,有晨跑吗,A1,有校园打卡任务，每学期45次
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,晨跑,有晨跑吗,A2,没有，有智慧校园打卡，15次早卡。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,晨跑,有晨跑吗,A3,晨跑无，但有定次数的校园打卡跑，其中包括15次早卡和30次晚卡，早卡需要在五点半到七点半之内跑完才计数
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,晨跑,有晨跑吗,A4,大一大二有运动世界校园早卡15次
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,晨跑,有晨跑吗,A5,无
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,晨跑,有晨跑吗,A6,有，校园跑一共45次，其中包括15次晨跑。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,晨跑,有晨跑吗,A7,有15次早卡，七点半之前要开始，30次普通跑，一共45次。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,晨跑,有晨跑吗,A8,15次
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A1,早卡15次，平时卡30次，1.5公里/次，可以骑车
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A2,45次打卡男女生要求不同，女生1.5km男生2km。可以骑车但是ios要手动晃晃
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A3,女生一次打卡1.5公里，男生一次2公里，可骑车，只要速度别太快被软件检测出来就行
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A4,45km，可以
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A5,不可以
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A6,男生2公里女生1.5公里，一共45次，有15次晨卡。申请体育保健或加入学校体育社团等可以取消、减免打卡。可以骑车，不过ios骑车时需要手动摇一下手机
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A7,只有大一大二要打卡，早卡晚卡加一起要45次，要求2公里，可以骑车
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A8,女生一次至少1.5km，男生一次至少2.0km好像。可以的但是有低概率被查出来。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A9,共45次 每次至少2km 系统会检测违规行为 一般是警告 有数据清零的风险
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,寒暑假,寒暑假放多久，每年小学期有多长,A1,寒暑假正常，小学期2周左右
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,寒暑假,寒暑假放多久，每年小学期有多长,A2,40天左右，小学期是七天。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,寒暑假,寒暑假放多久，每年小学期有多长,A3,正常放，小学期看专业，部分专业有小学期，从不调休！！！五一放九天！！
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,寒暑假,寒暑假放多久，每年小学期有多长,A4,一个半月
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,寒暑假,寒暑假放多久，每年小学期有多长,A5,寒暑假基本都是近两个月，小学期视各学院专业教学计划决定。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,寒暑假,寒暑假放多久，每年小学期有多长,A6,正常都差不多吧，小学期一般一周上下
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,寒暑假,寒暑假放多久，每年小学期有多长,A7,寒假一个月多一点，暑假两个月多点，普通假期都正常，之前假期更多但是没享受到红利。小学期一般要看专业安排。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,寒暑假,寒暑假放多久，每年小学期有多长,A8,差不多都在一个月出头 小学期两个礼拜
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A1,允许，外卖柜近，也有店家可以送到楼下
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A2,允许点外卖，大学城有商家与校园骑手合作的可以送到宿舍楼下，没有合作的需要去外卖柜，大概步行五分钟就能到达。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A3,允许，看宿舍位置，西区宿舍一般直接到三组团外卖柜（离二号门很近）南区以及教学区离四号门外卖柜近一些，东区不清楚。以上回答仅针对石湖校区，江枫天平不清楚
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A4,允许，有的能送到宿舍楼下，两三百米左右有美团外卖柜
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A5,允许
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A6,允许，离学校较近的商家可以直接校园送送到宿舍楼下，除此之外每个宿舍区都有外卖柜
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A7,允许，一般送到楼下
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A8,允许，一般可以送到楼下，有的会送到外卖柜，很多外卖柜，外卖柜有的会比较远。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A9,允许 江枫校区离得很近
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A1,便利程度一般，去地铁站需要乘公交车，或者骑自行车5-10分钟
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A2,交通便利，公交车特别便利（感谢程海亮老师的贡献），本人主要就读石湖校区，最近的石湖北地铁站距离学校3km打车9块钱，公交车在首末站，到苏州什么景点的都有特别好。江枫校区出门地铁站坐拥商圈，不必多说。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A3,还行，最近地铁站步行20分钟，骑车7分钟
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A4,地铁站较远
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A5,仅解答石湖校区：一二号门出来都有很近的公交站，特别是二号门近公交首末站。有地铁，距离学校约1.9公里，通常打车（9元）或公交（2—3元）前往地铁站。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A6,我所在石湖校区，离地铁大概20分钟步行距离，地铁到市中心大概30分钟，算上步行大概50分钟
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A7,石湖不在市区，还好，不难打车，离地铁站骑自行车大概要15分钟。
苏州科技大学,https://cn.colleges.chat/universities/su-zhou-ke-ji-da-xue/,9,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A8,江枫校区很便利 出门地铁 到市区很近 到苏州站半小时左右 而且附近大润发 狮山路等商圈较多石湖比较偏 出行较麻烦
